label,latent1,latent2,latent3,latent4,latent5,latent6,latent7,latent8,latent9,latent10,latent11,latent12,latent13,latent14,latent15,latent16,latent17,latent18,latent19,latent20
9,11.84528772113294,-690.2247924336361,872.4994341118976,37.561805064730216,453.21807645149516,-406.8567939641459,86.7134991946148,-285.5373851477966,227.95254879415933,565.3498860179484,35.52251368846626,-63.81959098986918,-371.126994973852,82.54339401969003,-95.85442429630962,132.46030486658987,-32.097555668157256,57.1238008082501,273.17893976644785,-315.8755025269691
9,-331.34115974928835,-592.9471384285562,409.6098720950711,291.71981505728405,120.46589406800504,-135.8951462515842,199.86713980265054,-56.91124366920053,-488.91442509596095,67.95383990814996,162.79599338981333,97.87304125205159,22.844211854141605,-86.7390800609883,-275.19436351198726,216.18059638480355,35.06521504174983,-86.9662880366403,470.13143256287873,22.111549904381643
1,-730.7186650209072,607.879005584078,-591.1831800598242,366.4361934133687,631.4556905684703,715.8424863082334,-34.055549241083185,-74.53510275022344,394.457936970094,-116.37315296353566,131.14684718001004,126.38882541568927,-101.49605004421132,207.5006082015114,155.9109048236746,-87.57246480893673,-89.11279433820587,30.561102112358004,-3.6990190303350023,224.41205899044374
6,-78.70771661739019,481.2147221946972,61.170717839585095,58.66994134513365,33.196576522103705,-600.6178418671492,-563.7803170621831,30.096765987034857,157.10250278116007,-102.47386055217903,-410.42638093948045,-119.85692738452923,93.53733702400653,-128.29413157018425,367.42948296571035,39.97745435649095,217.36019432365822,435.90923568110435,83.50390070899466,362.9029981091553
7,-542.883550673662,-273.01584608780524,-298.6818228882678,91.48699071130315,31.318671303074158,697.3484631439468,82.67431543174159,-163.92877870963963,-9.472408047952694,-192.33628402043462,-346.2944341674134,515.2601373122666,-289.4699376621251,-143.14746921005917,-46.43208116133198,200.08261326210422,57.496644771102744,166.61405314186587,-141.2637560750332,-249.15487426653686
9,46.603838919538696,-864.9293225356639,-57.66349046510431,280.21940326119835,102.65063502886674,6.560436256439824,-89.99733549860603,-79.0207164076325,-339.3300889829957,55.59896231350111,2.934171428406832,-296.742793432055,254.18065011366446,686.4126093134906,132.78875218145402,52.7863567318241,134.70097236803758,191.52669189686918,-45.92668139580752,149.40777607114643
3,-109.64130201783327,372.0763064156988,9.286180005239288,120.65642886193999,-108.05177105577484,345.2420165466301,-464.03427807461765,917.0996080733846,-440.3781155978148,107.75334155047106,402.42439871694796,4.259523475768653,-350.8637421747767,102.97195587955818,-75.03934095474371,373.0272342692578,-155.9288166201554,-2.1982895609277473,-103.72763899661807,97.04545031258233
1,-874.2946764063385,176.37177306414196,-43.60272915105507,39.554841942859674,-401.07119521722825,-387.3157309818281,226.72083726290072,-206.4022457665949,-210.64602879490968,396.9455882172337,-58.671811749848764,-451.9015366862429,244.27431041000548,-80.94862986723201,119.10175672152744,151.25689964619062,-269.4865722812759,-45.938747323425126,101.0153394360697,-12.443170922508777
3,589.863254426779,984.1723571326883,856.9705624630748,317.6045255939693,549.6260274009583,-320.54331430657635,508.4892979521586,485.1330273799024,339.3752929636793,-44.25826902066837,29.996760124416923,-200.72952951981992,-176.71298557211352,129.28669630989867,-125.79485363349764,-13.77875113654429,5.027697164772533,38.82329723429469,-58.075343093074544,-73.98509585396417
0,1199.1857497600365,269.25853007154046,-555.4615267384817,305.5221604008724,-859.7767141227818,-282.7854947369553,-56.227257974051454,-110.54189162001045,235.18406900344684,49.561398276749856,5.496347072286456,174.60225082105214,307.0971287022471,84.25237437685429,-95.11477849215268,-12.155083478323697,161.92816439401136,71.65127298128341,14.981033989801842,-241.63038178159823
8,-358.31032028789593,-157.5978802068914,-330.3567327371976,304.59500356442834,346.55768808994037,-126.6174963824257,-254.2106464433801,-255.85180921158982,-186.8071226179088,-116.6345432636813,414.95918471701873,211.36178346488535,19.407757298193193,-559.0541040307089,144.52497967345928,-286.55705367837527,-257.0549520656641,267.8899450363353,-146.18048626231484,294.59835809064725
8,-282.28923545280276,-18.548597777417076,-95.93804724288748,85.99059916926403,45.12399946033077,59.71707056980169,146.260104044162,-338.892344312678,-672.0284076569914,-354.0525172906387,239.33314547281861,-120.63047125703825,-343.6028380135337,-384.5895130027282,96.45445569674413,-243.8972485107252,50.540051370676686,-212.12878349494952,122.72616086723303,141.6605094310913
1,-829.7000370265152,171.77726354272187,-127.62494544765063,-163.03202683710217,-698.3589177353939,-248.6763199275343,144.06059521827663,-101.70146868937975,-358.88157204748705,-101.62810760771822,7.381524999344021,-270.9596378541939,123.93122672660358,-113.65344706983797,32.87512027998053,200.204440750327,-61.05382028452297,-25.48706354145209,-21.56069621366186,-121.10427701345274
2,327.64689215832067,304.64215546635944,-647.2598360219936,-151.02135192879442,-213.80495269979966,207.34303640318612,-97.30512731301958,662.5923539881168,-760.8328477737557,-51.1586652541489,-94.55595815191423,-127.92511093622247,-212.01632513168613,-32.215256273951894,167.55842712647512,-83.29105211197454,-104.93955114891848,-126.21394636555141,74.88218734891802,81.32889862003348
2,-102.94283179717482,453.29819742163585,-640.6876485436251,-497.09010693842544,86.84061154550747,406.7324367889551,-348.43434778690795,298.1576109681576,-416.7413730453007,116.03568001966485,170.14556244134832,226.50568961991863,-3.2294093858970556,-485.73015079087963,-144.4004517016927,235.8769340513703,-361.5843385959105,359.1383099277204,-242.54689128607913,56.47421600023053
1,-904.0739760766562,382.42128252267366,-233.62923991429625,-164.7045047040849,-540.5971948809466,-246.29336587465295,250.63653572923582,-245.86882619189998,-112.16719059734753,-120.24145914045741,-10.434278467181853,-338.16960561736204,71.48429535263374,-24.234602219712574,240.03622883546691,149.52181553957013,-97.50386749921073,1.0914997157147164,2.3486631140222634,-180.1404390343996
1,-918.1068466133297,398.41083968524,-21.679458415179155,54.05266996808282,-288.5907039543497,-330.054219283888,606.6092654507039,-106.72826038304287,-91.53082398376328,270.2683274145246,258.572852850051,-353.8753090582809,274.540908053645,140.73714137351806,152.79263070421328,111.00004154356583,-314.50466502944795,-73.7076600105489,-51.91370986993106,-152.67437981169985
9,-51.73484864096074,-568.824630696699,-134.151356182897,355.6881323041139,-627.8694147470759,21.59328776553413,48.85993154804826,422.4419054443768,260.66456691534984,-217.85486953968822,-98.55473464412319,72.30713628756752,328.3410605674128,109.68003173180205,250.52314278403,-75.03681511565412,129.10741319906165,-21.69708881385305,-34.65358777517365,-64.3317949584447
0,667.5470098935117,290.164886695972,163.12359744732186,-437.0431599389808,-849.3965799784404,338.54914602988424,-247.90072771011364,-196.38192748001032,-478.54476136512216,-62.430481136682936,382.82448179772206,292.9623537223943,161.22967266504304,95.89183351745459,82.34608981145237,-148.70685587127244,-141.62553381218052,78.14349835405316,-86.80246283671413,-95.70713628143109
3,419.8702691741135,520.1511077516803,837.9754151077241,961.533620744271,691.2776010141639,-126.15504150211788,133.8107098285445,141.0462263322432,367.7785130292206,306.01926022433014,-153.8335610673054,-319.0640140472116,-234.37785920410658,157.6501617056644,55.78838997134293,-97.56650981363285,83.50439287979898,-149.58873290938067,-464.75806575703837,35.07289140766578
5,966.2873446368607,232.44498582298823,1090.3630954690132,168.9183071821691,192.2636518980922,180.6972493806735,-338.6180009763913,-590.3337227575358,123.17232280894433,-459.22485251874707,189.15169675021843,-532.8726410893589,-193.13364940669354,371.3266706016036,-352.6155106747103,426.4797351631564,4.764673782273877,-126.05800815931644,-58.26733109057327,267.5176977775147
4,185.14471709676386,-936.4597329901341,-627.6137563643721,-330.1994226937105,162.50584677122737,278.46435975261954,-93.0950215624855,-137.76729202624037,-283.4536162408147,-370.8120174744466,-31.984627358073787,-250.56339570739158,-337.87625860725,158.72583356610144,255.93758694820372,-421.0599864839229,-229.0021681377424,-174.30463870622006,49.61359518828375,-58.987914403994424
4,-44.06216944834077,-649.4314483928767,84.55055628168525,-815.8450146711841,8.281747659003877,173.0932198233237,-423.63834931752285,384.3726718311089,-68.18309154677505,-444.29616504152324,-211.04351830355023,81.58496601792692,-21.63734008162593,83.91762458758116,62.125875554735025,-10.446007585789062,-199.0380411214918,-37.87243775332742,-193.6261814258674,-25.17908331362992
6,560.6355994751455,111.992908434706,-976.8902911588373,-105.05488952232703,81.48628346720645,-606.3511213109168,-182.85680511811125,255.62548832803782,683.7637813541702,129.82189246986175,-163.7634426109971,4.3397876715553245,123.02004547835988,183.15426969601916,-166.35402777229413,-41.54358100394907,-15.132279846308155,-17.860973017653105,94.04021056942659,542.1924387284552
3,231.55899436673974,450.34601918817856,1041.6667573853695,-460.79143813049023,-65.30377111168319,322.74028089293006,664.6159217512065,-137.52090021334965,170.51586570339097,-277.6420078709715,-67.97872634749288,210.0071239693987,139.3269142168671,-87.13646948350035,99.96609166613621,433.40664057978574,-142.65004903396525,261.4730217064935,296.95822435431893,275.1253704988625
6,19.110107660606474,-109.43980991814355,-514.1554337896306,-514.3569051415883,360.0683676943173,-877.6198153912742,54.151288938773206,-43.47559029308211,-204.32309804378383,-212.83487940686715,-59.75576557082791,167.47124644510762,-365.66275470194614,-173.15585087811397,94.3105037692147,240.2126572433676,224.69764238598898,-366.04921339497287,-151.08993756080048,-41.45100994713243
5,-164.78462055103807,-105.31909709213936,472.59668712663336,810.5138522894149,-279.8172879152866,163.45300429620914,97.53502994529013,-273.59303311010166,-519.1772094134132,335.41009674151877,-206.43046075406298,-209.1858846365309,-241.20898198112675,-139.032321871227,-115.03911260492745,-138.55019304816418,280.2050224325514,-363.1580181187525,-210.9566112263439,251.0136516167764
5,464.6511849980783,-172.1507592560615,513.0085979599719,778.8409059350361,33.28729717248426,181.4798909178817,-344.3724924646599,-757.7775530618746,-197.22530480418678,427.27740107287184,-200.5693177881963,-142.86837668327604,27.248382003187324,199.17317891667184,-88.04612535011589,-615.006602378321,131.65743954681383,263.16841078583803,-5.5175264835109425,-35.033949388694424
3,540.2274336578179,722.860609553632,854.7923819057786,-53.52765348800462,-36.15534787863704,-105.06902023981361,630.8107206457408,793.2870086888524,127.63132818512648,-53.73430532457479,-93.68412361529295,-150.30845786537466,-169.42488282229561,37.461059469376735,75.1902055451756,337.1357473657118,-11.394727457209369,16.640967119041722,-287.513455139881,4.753063756169423
4,-193.468859989062,-664.0140863939157,417.25006826242986,-300.1461103391087,180.50455094987765,126.1962383670012,-781.7310658390396,461.8460614133127,281.11762761329305,239.56866825269867,117.35767499539766,5.993651900936863,26.855674721307107,99.59759788058585,108.56680438519261,-87.0364151204122,83.20322859221393,338.0248404993352,191.79924886003667,-109.77132160806673
7,23.846117058317642,-232.3044547429148,-647.7893244400445,289.7007045740972,638.8763739502344,726.7088444226703,-151.97750627749986,-201.7339501657944,-29.204934406082426,-268.68818577023853,-348.3484648141258,-312.907407671349,-67.0703340101206,55.409394234425946,-92.75347438174016,319.4489690638041,358.9026959377462,-104.91035027857576,-114.80976840141969,-291.34667445965783
9,55.257313759813165,-272.97041045882827,535.4899538014968,-862.4049705451813,32.40088952278053,81.4760599485481,-126.71499510277192,256.91809317015304,832.7623202754116,-281.6500119077024,-213.5599500175273,-403.0464202485435,-30.22116347286989,20.977523684101556,-163.34872276924193,859.2139281119418,189.28604745596633,16.211859812299174,-286.59637751800534,25.559582708767838
2,919.5575951551931,53.98521504622968,-922.0655112229825,-712.2836528668995,553.3416189647903,258.9394117360855,-340.127198346654,324.62017296843914,-2.307530674500128,93.3385804199563,-112.32380256450521,-585.0295019073458,393.3340822181935,183.03202607651315,-114.18359177737123,-371.6169251342146,-247.91301449897566,-151.15688119352774,250.05261398147582,-414.6455048069456
4,-107.42991044915283,-844.5514030256618,293.91769753319335,-120.43880573250104,290.59287034809137,-399.37436096198877,-407.42229940103476,83.64897039591045,-495.42818519882314,4.145671700433628,25.947896550814814,112.9074706406431,-206.5423874640376,-255.9340855454223,-15.701083779979413,-30.919703181264243,3.3064328906213047,-8.818791222462076,63.00254989742255,-383.5361303274723
2,290.9578026577696,200.4182663747264,-851.7944153596302,-653.9352832811613,605.5870590238961,425.33294056977013,-429.21582939878886,444.26102181124094,-417.27590316484867,156.52264379941985,-169.59081095863812,-257.8373178986693,38.68752039580815,-400.61433647696225,-230.10500445416153,132.49406768437555,-575.1827308805877,86.84039871683596,-202.3225465278344,-125.2000302584199
0,1315.7582742592356,64.74852636391063,-117.09263705476555,1028.013340002183,-648.3608768372325,361.1630615379915,-260.52319720401226,247.87733631249122,697.3181961685975,111.91915427641068,205.6926685917713,82.02028748802493,145.26005168601947,161.53332609131215,312.10199087308814,171.09348987708069,-439.72463725707837,-339.8171311255792,-427.56874735769475,-86.8259960415642
1,-913.8226166304133,660.3689747988734,-331.9703951119487,-156.82063164005544,-350.4359747421231,152.11822959230926,-46.18954487056515,-218.4350958422996,282.87886393166866,-87.94317974454414,-152.24515166419107,61.82649837302632,-104.29379155742626,419.74626061300063,301.53765290400395,-78.33965267358403,45.99798796644858,50.698232577168845,185.49740768383728,-56.59398861726713
